geneId,geneSymbol,geneName,AlteredExpression,Biomarker,GeneticVariation,PostTranslationalModification,Therapeutic,diseaseId,diseaseName,score,NumberOfPubmeds,associationType
51062,ATL1,atlastin GTPase 1,0.0,1.0,1.0,0.0,0.0,2931355,"Spastic paraplegia 3, autosomal dominant",0.620567009,2,"Biomarker, GeneticVariation"
8787,RGS9,regulator of G-protein signaling 9,0.0,1.0,1.0,0.0,0.0,1842073,Prolonged Electroretinal Response Suppression,0.620567009,3,"Biomarker, GeneticVariation"
2706,GJB2,"gap junction protein, beta 2, 26kDa",0.0,1.0,1.0,0.0,0.0,1835672,Keratoderma palmoplantar deafness,0.620567009,2,"Biomarker, GeneticVariation"
5244,ABCB4,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",0.0,1.0,1.0,0.0,0.0,1865643,"Cholestasis, progressive familial intrahepatic 3",0.620567009,3,"Biomarker, GeneticVariation"
7045,TGFBI,"transforming growth factor, beta-induced, 68kDa",0.0,1.0,1.0,0.0,0.0,1837974,"Corneal Dystrophy, Lattice Type IIIA",0.620567009,2,"Biomarker, GeneticVariation"
79048,SECISBP2,SECIS binding protein 2,0.0,1.0,1.0,0.0,0.0,1864761,"Thyroid Hormone Metabolism, Abnormal",0.620567009,2,"Biomarker, GeneticVariation"
9526,MPDU1,mannose-P-dolichol utilization defect 1,0.0,1.0,1.0,0.0,0.0,1836669,Congenital disorder of glycosylation type 1F,0.620567009,3,"Biomarker, GeneticVariation"
28982,FLVCR1,feline leukemia virus subgroup C cellular receptor 1,0.0,1.0,1.0,0.0,0.0,1836916,Posterior column ataxia with retinitis pigmentosa,0.620567009,3,"Biomarker, GeneticVariation"
51305,KCNK9,"potassium channel, two pore domain subfamily K, member 9",0.0,1.0,1.0,0.0,0.0,2676770,Birk-Barel Mental Retardation Dysmorphism Syndrome,0.620567009,2,"Biomarker, GeneticVariation"
55145,THAP1,"THAP domain containing, apoptosis associated protein 1",0.0,1.0,1.0,0.0,0.0,1414216,"Dystonia 6, torsion",0.620567009,16,"Biomarker, GeneticVariation"
966,CD59,"CD59 molecule, complement regulatory protein",0.0,1.0,1.0,0.0,0.0,2676767,CD59 Deficiency,0.620567009,3,"Biomarker, GeneticVariation"
3000,GUCY2D,"guanylate cyclase 2D, membrane (retina-specific)",0.0,1.0,1.0,0.0,0.0,2931258,"Amaurosis congenita of Leber, type 1",0.620567009,2,"Biomarker, GeneticVariation"
9401,RECQL4,RecQ protein-like 4,0.0,1.0,1.0,0.0,0.0,265308,Craniosynostosis radial aplasia syndrome,0.620567009,2,"Biomarker, GeneticVariation"
1282,COL4A1,"collagen, type IV, alpha 1",0.0,1.0,1.0,0.0,0.0,2673195,"Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps",0.620567009,2,"Biomarker, GeneticVariation"
7169,TPM2,tropomyosin 2 (beta),0.0,1.0,1.0,0.0,0.0,220662,"Arthrogryposis multiplex congenita, distal type 1",0.620567009,2,"Biomarker, GeneticVariation"
100506658,OCLN,occludin,0.0,1.0,1.0,0.0,0.0,3489725,BAND-LIKE CALCIFICATION WITH SIMPLIFIED GYRATION AND POLYMICROGYRIA,0.620567009,2,"Biomarker, GeneticVariation"
1832,DSP,desmoplakin,0.0,1.0,1.0,0.0,0.0,1843292,Skin Fragility-Woolly Hair Syndrome,0.620567009,2,"Biomarker, GeneticVariation"
6786,STIM1,stromal interaction molecule 1,0.0,1.0,1.0,0.0,0.0,2748557,Immune dysfunction with T-cell inactivation due to calcium entry defect 2,0.620567009,2,"Biomarker, GeneticVariation"
4358,MPV17,MpV17 mitochondrial inner membrane protein,0.0,1.0,1.0,0.0,0.0,1850406,Navajo neurohepatopathy,0.620567009,3,"Biomarker, GeneticVariation"
10128,LRPPRC,leucine-rich pentatricopeptide repeat containing,0.0,1.0,1.0,0.0,0.0,1857355,"Leigh syndrome , French Canadian type",0.620567009,2,"Biomarker, GeneticVariation"
147495,APCDD1,adenomatosis polyposis coli down-regulated 1,0.0,1.0,1.0,0.0,0.0,1854310,Hypotrichosis simplex,0.620567009,2,"Biomarker, GeneticVariation"
1001,CDH3,"cadherin 3, type 1, P-cadherin (placental)",0.0,1.0,1.0,0.0,0.0,1857041,"Ectodermal dysplasia, ectrodactyly, and macular dystrophy",0.620567009,2,"Biomarker, GeneticVariation"
326625,MMAB,methylmalonic aciduria (cobalamin deficiency) cblB type,0.0,1.0,1.0,0.0,0.0,1855102,Methylmalonic aciduria cblB type,0.620567009,4,"Biomarker, GeneticVariation"
8398,PLA2G6,"phospholipase A2, group VI (cytosolic, calcium-independent)",0.0,1.0,1.0,0.0,0.0,2751842,"Dystonia-Parkinsonism, Adult-Onset",0.620567009,2,"Biomarker, GeneticVariation"
3778,KCNMA1,"potassium channel, calcium activated large conductance subfamily M alpha, member 1",0.0,1.0,1.0,0.0,0.0,1836173,Generalized Epilepsy and Paroxysmal Dyskinesia,0.620567009,2,"Biomarker, GeneticVariation"
26154,ABCA12,"ATP-binding cassette, sub-family A (ABC1), member 12",0.0,1.0,1.0,0.0,0.0,1832550,"Lamellar ichthyosis, type 2",0.620567009,2,"Biomarker, GeneticVariation"
3549,IHH,indian hedgehog,0.0,1.0,1.0,0.0,0.0,1843096,Acrocapitofemoral Dysplasia,0.620567009,2,"Biomarker, GeneticVariation"
5428,POLG,"polymerase (DNA directed), gamma",0.0,1.0,1.0,0.0,0.0,1850303,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Recessive",0.620567009,2,"Biomarker, GeneticVariation"
5428,POLG,"polymerase (DNA directed), gamma",0.0,1.0,1.0,0.0,0.0,1843851,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",0.620567009,3,"Biomarker, GeneticVariation"
9496,TBX4,T-box 4,0.0,1.0,1.0,0.0,0.0,1840061,Ischiopatellar dysplasia,0.620567009,2,"Biomarker, GeneticVariation"
23096,IQSEC2,IQ motif and Sec7 domain 2,0.0,1.0,1.0,0.0,0.0,2931498,"Mental Retardation, X-Linked 1",0.620567009,3,"Biomarker, GeneticVariation"
6513,SLC2A1,"solute carrier family 2 (facilitated glucose transporter), member 1",0.0,1.0,1.0,0.0,0.0,1842534,Dystonia 18,0.620567009,2,"Biomarker, GeneticVariation"
55650,PIGV,"phosphatidylinositol glycan anchor biosynthesis, class V",0.0,1.0,1.0,0.0,0.0,1855923,Hyperphosphatasia with Mental Retardation,0.620567009,3,"Biomarker, GeneticVariation"
2697,GJA1,"gap junction protein, alpha 1, 43kDa",0.0,1.0,1.0,0.0,0.0,1861366,"Syndactyly, type 3",0.620567009,2,"Biomarker, GeneticVariation"
123606,NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1,0.0,1.0,1.0,0.0,0.0,1838192,"Spastic paraplegia 6, autosomal dominant",0.620567009,3,"Biomarker, GeneticVariation"
55157,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",0.0,1.0,1.0,0.0,0.0,1970180,Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation,0.620567009,3,"Biomarker, GeneticVariation"
8292,COLQ,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,0.0,1.0,1.0,0.0,1.0,1864233,Endplate Acetylcholinesterase Deficiency,0.620567009,6,"Biomarker, GeneticVariation, Therapeutic"
3265,HRAS,Harvey rat sarcoma viral oncogene homolog,0.0,1.0,1.0,0.0,0.0,265318,"Nevus, Sebaceous of Jadassohn",0.620567009,2,"Biomarker, GeneticVariation"
7140,TNNT3,"troponin T type 3 (skeletal, fast)",0.0,1.0,1.0,0.0,0.0,1834523,Distal arthrogryposis type 2B,0.620567009,3,"Biomarker, GeneticVariation"
7045,TGFBI,"transforming growth factor, beta-induced, 68kDa",0.0,1.0,1.0,0.0,0.0,1641846,Groenouw type I corneal dystrophy,0.620567009,2,"Biomarker, GeneticVariation"
56922,MCCC1,methylcrotonoyl-CoA carboxylase 1 (alpha),0.0,1.0,1.0,0.0,0.0,268600,3-methylcrotonyl CoA carboxylase 1 deficiency,0.620567009,5,"Biomarker, GeneticVariation"
4719,NDUFS1,"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)",0.0,1.0,1.0,0.0,0.0,1838979,Mitochondrial complex I deficiency,0.620567009,2,"Biomarker, GeneticVariation"
4723,NDUFV1,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa",0.0,1.0,1.0,0.0,0.0,1838979,Mitochondrial complex I deficiency,0.620567009,2,"Biomarker, GeneticVariation"
2203,FBP1,"fructose-1,6-bisphosphatase 1",0.0,1.0,1.0,0.0,0.0,16756,"Fructose-1,6-Diphosphatase Deficiency",0.620567009,4,"Biomarker, GeneticVariation"
4615,MYD88,myeloid differentiation primary response 88,0.0,1.0,1.0,0.0,0.0,2677092,MYD88 Deficiency,0.620567009,3,"Biomarker, GeneticVariation"
5080,PAX6,paired box 6,0.0,1.0,1.0,0.0,0.0,9363,Coloboma,0.620567009,2,"Biomarker, GeneticVariation"
3757,KCNH2,"potassium channel, voltage gated eag related subfamily H, member 2",0.0,1.0,1.0,0.0,0.0,3150943,Long Qt Syndrome 2,0.620567009,2,"Biomarker, GeneticVariation"
6389,SDHA,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",0.0,1.0,1.0,0.0,0.0,23264,Leigh Disease,0.620567009,2,"Biomarker, GeneticVariation"
285489,DOK7,docking protein 7,0.0,1.0,1.0,0.0,0.0,1850792,Congenital myasthenic syndrome ib,0.620567009,4,"Biomarker, GeneticVariation"
8813,DPM1,"dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit",0.0,1.0,1.0,0.0,0.0,1837396,Congenital disorder of glycosylation type 1E,0.620567009,4,"Biomarker, GeneticVariation"
9241,NOG,noggin,0.0,1.0,1.0,0.0,0.0,342282,Symphalangism-brachydactyly syndrome,0.620567009,2,"Biomarker, GeneticVariation"
1302,COL11A2,"collagen, type XI, alpha 2",0.0,1.0,1.0,0.0,0.0,1848488,Pierre Robin syndrome with fetal chondrodysplasia,0.620567009,2,"Biomarker, GeneticVariation"
5961,PRPH2,"peripherin 2 (retinal degeneration, slow)",0.0,1.0,1.0,0.0,0.0,2751290,"Choroidal Dystrophy, Central Areolar 2",0.620283505,1,"Biomarker, GeneticVariation"
6595,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",0.0,1.0,1.0,0.0,0.0,1303073,Nicolaides Baraitser syndrome,0.620283505,1,"Biomarker, GeneticVariation"
2688,GH1,growth hormone 1,0.0,1.0,1.0,0.0,0.0,1849779,Kowarski syndrome,0.620283505,1,"Biomarker, GeneticVariation"
27034,ACAD8,"acyl-CoA dehydrogenase family, member 8",0.0,1.0,1.0,0.0,0.0,1969809,Isobutyryl-CoA dehydrogenase deficiency,0.620283505,3,"Biomarker, GeneticVariation"
2259,FGF14,fibroblast growth factor 14,0.0,1.0,1.0,0.0,0.0,1836383,Spinocerebellar ataxia 27,0.620283505,2,"Biomarker, GeneticVariation"
83394,PITPNM3,PITPNM family member 3,0.0,1.0,1.0,0.0,0.0,1832976,Cone-Rod Dystrophy 5,0.620283505,2,"Biomarker, GeneticVariation"
859,CAV3,caveolin 3,0.0,1.0,1.0,0.0,0.0,2678485,Long Qt Syndrome 9,0.620283505,1,"Biomarker, GeneticVariation"
570,BAAT,bile acid CoA:amino acid N-acyltransferase,0.0,1.0,1.0,0.0,0.0,1843139,"Hypercholanemia, Familial",0.620283505,1,"Biomarker, GeneticVariation"
9414,TJP2,tight junction protein 2,0.0,1.0,1.0,0.0,0.0,1843139,"Hypercholanemia, Familial",0.620283505,1,"Biomarker, GeneticVariation"
2260,FGFR1,fibroblast growth factor receptor 1,0.0,1.0,1.0,0.0,0.0,432283,Osteoglophonic dwarfism,0.620283505,1,"Biomarker, GeneticVariation"
84930,MASTL,microtubule associated serine/threonine kinase-like,0.0,1.0,1.0,0.0,0.0,1861185,Thrombocytopenia chromosome breakage,0.620283505,1,"Biomarker, GeneticVariation"
346171,ZFP57,ZFP57 zinc finger protein,0.0,1.0,1.0,0.0,0.0,1832386,"Diabetes Mellitus, Transient Neonatal, 1",0.620283505,2,"Biomarker, GeneticVariation"
50674,NEUROG3,neurogenin 3,0.0,1.0,1.0,0.0,0.0,1835888,"Diarrhea 4, Malabsorptive, Congenital",0.620283505,2,"Biomarker, GeneticVariation"
11284,PNKP,polynucleotide kinase 3'-phosphatase,0.0,1.0,1.0,0.0,0.0,3150667,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 10",0.620283505,2,"Biomarker, GeneticVariation"
4921,DDR2,discoidin domain receptor tyrosine kinase 2,0.0,1.0,1.0,0.0,0.0,1849011,"Spondylometaepiphyseal Dysplasia, Short Limb-Hand Type",0.620283505,1,"Biomarker, GeneticVariation"
9241,NOG,noggin,0.0,1.0,1.0,0.0,0.0,1969652,"BRACHYDACTYLY, TYPE B2",0.620283505,1,"Biomarker, GeneticVariation"
5631,PRPS1,phosphoribosyl pyrophosphate synthetase 1,0.0,1.0,1.0,0.0,0.0,796028,Arts syndrome,0.620283505,1,"Biomarker, GeneticVariation"
5631,PRPS1,phosphoribosyl pyrophosphate synthetase 1,0.0,1.0,1.0,0.0,0.0,1839566,Optic atrophy polyneuropathy deafness,0.620283505,1,"Biomarker, GeneticVariation"
3293,HSD17B3,hydroxysteroid (17-beta) dehydrogenase 3,0.0,1.0,1.0,0.0,0.0,268296,17-Hydroxysteroid Dehydrogenase Deficiency,0.620283505,6,"Biomarker, GeneticVariation"
9640,ZNF592,zinc finger protein 592,0.0,1.0,1.0,0.0,0.0,1847114,"Spinocerebellar ataxia, autosomal recessive 5",0.620283505,1,"Biomarker, GeneticVariation"
3329,HSPD1,heat shock 60kDa protein 1 (chaperonin),0.0,1.0,1.0,0.0,0.0,2677109,"Leukodystrophy, Hypomyelinating, 4",0.620283505,1,"Biomarker, GeneticVariation"
2072,ERCC4,excision repair cross-complementation group 4,0.0,1.0,1.0,0.0,0.0,1970416,XFE Progeroid Syndrome,0.620283505,1,"Biomarker, GeneticVariation"
401,PHOX2A,paired-like homeobox 2a,0.0,1.0,1.0,0.0,0.0,1865915,"Fibrosis Of Extraocular Muscles, Congenital, 2",0.620283505,2,"Biomarker, GeneticVariation"
23347,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,0.0,1.0,1.0,0.0,0.0,1834671,Facioscapulohumeral Muscular Dystrophy 1B,0.620283505,2,"Biomarker, GeneticVariation"
6331,SCN5A,"sodium channel, voltage gated, type V alpha subunit",0.0,1.0,1.0,0.0,0.0,1837845,"Sick Sinus Syndrome 1, Autosomal Recessive",0.620283505,1,"Biomarker, GeneticVariation"
335,APOA1,apolipoprotein A-I,0.0,1.0,1.0,0.0,0.0,268389,"Amyloidosis, familial visceral",0.620283505,3,"Biomarker, GeneticVariation"
91869,RFT1,RFT1 homolog (S. cerevisiae),0.0,1.0,1.0,0.0,0.0,2677590,"Congenital Disorder Of Glycosylation, Type In",0.620283505,2,"Biomarker, GeneticVariation"
84572,GNPTG,"N-acetylglucosamine-1-phosphate transferase, gamma subunit",0.0,1.0,1.0,0.0,0.0,1854896,Mucolipidosis III Gamma,0.620283505,2,"Biomarker, GeneticVariation"
2316,FLNA,"filamin A, alpha",0.0,1.0,1.0,0.0,0.0,262436,"Cardiac valvular dysplasia, X-linked",0.620283505,1,"Biomarker, GeneticVariation"
5745,PTH1R,parathyroid hormone 1 receptor,0.0,1.0,1.0,0.0,0.0,1859148,"Chondrodysplasia, blomstrand type",0.620283505,1,"Biomarker, GeneticVariation"
25974,MMACHC,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria",0.0,1.0,1.0,0.0,0.0,1848561,Methylmalonic acidemia with homocystinuria,0.620283505,2,"Biomarker, GeneticVariation"
55131,RBM28,RNA binding motif protein 28,0.0,1.0,1.0,0.0,0.0,2677535,"Alopecia, Neurologic Defects, and Endocrinopathy Syndrome",0.620283505,2,"Biomarker, GeneticVariation"
3753,KCNE1,"potassium channel, voltage gated subfamily E regulatory beta subunit 1",0.0,1.0,1.0,0.0,0.0,1867904,Long Qt Syndrome 5,0.620283505,1,"Biomarker, GeneticVariation"
10225,CD96,CD96 molecule,0.0,1.0,1.0,0.0,0.0,796095,Opitz trigonocephaly syndrome,0.620283505,1,"Biomarker, GeneticVariation"
3239,HOXD13,homeobox D13,0.0,1.0,1.0,0.0,0.0,1861348,"Syndactyly, type v",0.620283505,2,"Biomarker, GeneticVariation"
2752,GLUL,glutamate-ammonia ligase,0.0,1.0,1.0,0.0,0.0,1864910,"Glutamine deficiency, congenital",0.620283505,1,"Biomarker, GeneticVariation"
169522,KCNV2,"potassium channel, voltage gated modifier subfamily V, member 2",0.0,1.0,1.0,0.0,0.0,1835897,Retinal Cone Dystrophy 3B,0.620283505,2,"Biomarker, GeneticVariation"
6507,SLC1A3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",0.0,1.0,1.0,0.0,0.0,2675211,"Episodic Ataxia, Type 6",0.620283505,2,"Biomarker, GeneticVariation"
4907,NT5E,"5'-nucleotidase, ecto (CD73)",0.0,1.0,1.0,0.0,0.0,1859372,Calcification of Joints and Arteries,0.620283505,2,"Biomarker, GeneticVariation"
1294,COL7A1,"collagen, type VII, alpha 1",0.0,1.0,1.0,0.0,0.0,432322,"Epidermolysis bullosa dystrophica, Pasini type",0.620283505,1,"Biomarker, GeneticVariation"
23418,CRB1,"crumbs family member 1, photoreceptor morphogenesis associated",0.0,1.0,1.0,0.0,0.0,1868310,Pigmented Paravenous Chorioretinal Atrophy,0.620283505,1,"Biomarker, GeneticVariation"
1277,COL1A1,"collagen, type I, alpha 1",0.0,1.0,1.0,0.0,0.0,268335,Ehlers-Danlos syndrome type 1,0.620283505,1,"Biomarker, GeneticVariation"
51733,UPB1,"ureidopropionase, beta",0.0,1.0,1.0,0.0,0.0,1291512,Beta-Ureidopropionase Deficiency,0.620283505,2,"Biomarker, GeneticVariation"
2776,GNAQ,"guanine nucleotide binding protein (G protein), q polypeptide",0.0,1.0,1.0,0.0,0.0,38505,Sturge-Weber Syndrome,0.620283505,2,"Biomarker, GeneticVariation"
843,CASP10,"caspase 10, apoptosis-related cysteine peptidase",0.0,1.0,1.0,0.0,0.0,1858968,"Autoimmune Lymphoproliferative Syndrome, Type IIA",0.620283505,1,"Biomarker, GeneticVariation"
4359,MPZ,myelin protein zero,0.0,1.0,1.0,0.0,0.0,1843153,"Charcot-Marie-Tooth disease, Type 2J",0.620283505,1,"Biomarker, GeneticVariation"
51259,TMEM216,transmembrane protein 216,0.0,1.0,1.0,0.0,0.0,1842577,Joubert syndrome 2,0.620283505,1,"Biomarker, GeneticVariation"
2260,FGFR1,fibroblast growth factor receptor 1,0.0,1.0,1.0,0.0,0.0,432122,"Trigonocephaly, Nonsyndromic",0.620283505,1,"Biomarker, GeneticVariation"
8398,PLA2G6,"phospholipase A2, group VI (cytosolic, calcium-independent)",0.0,1.0,1.0,0.0,0.0,1857747,NBIA2B,0.620283505,1,"Biomarker, GeneticVariation"
6555,SLC10A2,"solute carrier family 10 (sodium/bile acid cotransporter), member 2",0.0,1.0,1.0,0.0,0.0,2750087,"Bile Acid Malabsorption, Primary",0.620283505,1,"Biomarker, GeneticVariation"
158326,FREM1,FRAS1 related extracellular matrix 1,0.0,1.0,1.0,0.0,0.0,2750433,Bifid Nose With Or Without Anorectal And Renal Anomalies,0.620283505,1,"Biomarker, GeneticVariation"
3889,KRT83,"keratin 83, type II",0.0,1.0,1.0,0.0,0.0,546966,Monilethrix,0.620283505,2,"Biomarker, GeneticVariation"
57724,EPG5,ectopic P-granules autophagy protein 5 homolog (C. elegans),0.0,1.0,1.0,0.0,0.0,1855772,Absent corpus callosum cataract immunodeficiency,0.620283505,1,"Biomarker, GeneticVariation"
54714,CNGB3,cyclic nucleotide gated channel beta 3,0.0,1.0,1.0,0.0,0.0,1855465,Stargardt disease 1,0.620283505,1,"Biomarker, GeneticVariation"
51196,PLCE1,"phospholipase C, epsilon 1",0.0,1.0,1.0,0.0,0.0,1853124,"NEPHROTIC SYNDROME, TYPE 3",0.620283505,2,"Biomarker, GeneticVariation"
867,CBL,"Cbl proto-oncogene, E3 ubiquitin protein ligase",0.0,1.0,1.0,0.0,0.0,3150803,NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA,0.620283505,2,"Biomarker, GeneticVariation"
26277,TINF2,TERF1 (TRF1)-interacting nuclear factor 2,0.0,1.0,1.0,0.0,0.0,1327916,Revesz Debuse syndrome,0.620283505,1,"Biomarker, GeneticVariation"
23133,PHF8,PHD finger protein 8,0.0,1.0,1.0,0.0,0.0,1846055,Siderius X-linked mental retardation syndrome,0.620283505,2,"Biomarker, GeneticVariation"
2301,FOXE3,forkhead box E3,0.0,1.0,1.0,0.0,0.0,1862839,Anterior segment mesenchymal dysgenesis,0.620283505,2,"Biomarker, GeneticVariation"
23229,ARHGEF9,Cdc42 guanine nucleotide exchange factor (GEF) 9,0.0,1.0,1.0,0.0,0.0,1845102,Hyperekplexia and Epilepsy,0.620283505,1,"Biomarker, GeneticVariation"
3209,HOXA13,homeobox A13,0.0,1.0,1.0,0.0,0.0,1867801,"Preaxial deficiency, postaxial polydactyly and hypospadias",0.620283505,2,"Biomarker, GeneticVariation"
2677,GGCX,gamma-glutamyl carboxylase,0.0,1.0,1.0,0.0,0.0,1848534,"Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, 1",0.620283505,1,"Biomarker, GeneticVariation"
5479,PPIB,peptidylprolyl isomerase B (cyclophilin B),0.0,1.0,1.0,0.0,0.0,1850169,"Osteogenesis Imperfecta, Type IX",0.620283505,2,"Biomarker, GeneticVariation"
22845,DOLK,dolichol kinase,0.0,1.0,1.0,0.0,0.0,1835849,"Congenital Disorder Of Glycosylation, Type Im",0.620283505,1,"Biomarker, GeneticVariation"
8450,CUL4B,cullin 4B,0.0,1.0,1.0,0.0,0.0,1845861,"Mental Retardation, X-Linked, With Brachydactyly And Macroglossia",0.620283505,2,"Biomarker, GeneticVariation"
2628,GATM,glycine amidinotransferase (L-arginine:glycine amidinotransferase),0.0,1.0,1.0,0.0,0.0,2675179,Arginine:Glycine Amidinotransferase Deficiency,0.620283505,3,"Biomarker, GeneticVariation"
3141,HLCS,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),0.0,1.0,1.0,0.0,0.0,268581,Holocarboxylase Synthetase Deficiency,0.620283505,9,"Biomarker, GeneticVariation"
3028,HSD17B10,hydroxysteroid (17-beta) dehydrogenase 10,0.0,1.0,1.0,0.0,0.0,1845517,"Hydroxyacyl-CoA Dehydrogenase, Type 2, Deficiency",0.620283505,3,"Biomarker, GeneticVariation"
2937,GSS,glutathione synthetase,0.0,1.0,1.0,0.0,0.0,398746,Glutathione synthetase deficiency,0.620283505,1,"Biomarker, GeneticVariation"
283989,TSEN54,TSEN54 tRNA splicing endonuclease subunit,0.0,1.0,1.0,0.0,0.0,1856974,Young McKeever Squier syndrome,0.620283505,1,"Biomarker, GeneticVariation"
3708,ITPR1,"inositol 1,4,5-trisphosphate receptor, type 1",0.0,1.0,1.0,0.0,0.0,1861732,Spinocerebellar Ataxia 29,0.620283505,2,"Biomarker, GeneticVariation"
2200,FBN1,fibrillin 1,0.0,1.0,1.0,0.0,0.0,1861456,Stiff Skin Syndrome,0.620283505,1,"Biomarker, GeneticVariation"
23322,RPGRIP1L,RPGRIP1-like,0.0,1.0,1.0,0.0,0.0,1857662,COACH syndrome,0.620283505,1,"Biomarker, GeneticVariation"
57545,CC2D2A,coiled-coil and C2 domain containing 2A,0.0,1.0,1.0,0.0,0.0,1857662,COACH syndrome,0.620283505,1,"Biomarker, GeneticVariation"
1497,CTNS,"cystinosin, lysosomal cystine transporter",0.0,1.0,1.0,0.0,0.0,268626,"Cystinosis, Late-Onset Juvenile or Adolescent Nephropathic Type",0.620283505,1,"Biomarker, GeneticVariation"
6495,SIX1,SIX homeobox 1,0.0,1.0,1.0,0.0,0.0,1842124,Branchiootic Syndrome 3,0.620283505,5,"Biomarker, GeneticVariation"
283989,TSEN54,TSEN54 tRNA splicing endonuclease subunit,0.0,1.0,1.0,0.0,0.0,1848526,Pontocerebellar Hypoplasia Type 2A,0.620283505,1,"Biomarker, GeneticVariation"
3759,KCNJ2,"potassium channel, inwardly rectifying subfamily J, member 2",0.0,1.0,1.0,0.0,0.0,1865018,Short QT Syndrome 3,0.620283505,1,"Biomarker, GeneticVariation"
92579,G6PC3,"glucose 6 phosphatase, catalytic, 3",0.0,1.0,1.0,0.0,0.0,2675526,"Neutropenia, Severe Congenital, Autosomal Recessive 4",0.620283505,4,"Biomarker, GeneticVariation"
7010,TEK,"TEK tyrosine kinase, endothelial",0.0,1.0,1.0,0.0,0.0,1838437,"Venous Malformations, Multiple Cutaneous and Mucosal",0.620283505,2,"Biomarker, GeneticVariation"
55640,FLVCR2,"feline leukemia virus subgroup C cellular receptor family, member 2",0.0,1.0,1.0,0.0,0.0,1856972,Encephaloclastic Proliferative Vasculopathy,0.620283505,3,"Biomarker, GeneticVariation"
4595,MUTYH,mutY homolog,0.0,1.0,1.0,0.0,0.0,1837991,"Colorectal Adenomatous Polyposis, Autosomal Recessive",0.620283505,1,"Biomarker, GeneticVariation"
1585,CYP11B2,"cytochrome P450, family 11, subfamily B, polypeptide 2",0.0,1.0,1.0,0.0,0.0,268293,18-Hydroxylase deficiency,0.620283505,1,"Biomarker, GeneticVariation"
729238,SFTPA2,surfactant protein A2,0.0,1.0,1.0,0.0,0.0,1800706,Idiopathic Pulmonary Fibrosis,0.620283505,1,"Biomarker, GeneticVariation"
567,B2M,beta-2-microglobulin,0.0,1.0,1.0,0.0,0.0,1855796,"Hypoproteinemia, Hypercatabolic",0.620283505,1,"Biomarker, GeneticVariation"
3621,ING1,"inhibitor of growth family, member 1",0.0,1.0,1.0,0.0,0.0,1168401,"Carcinoma, squamous cell of head and neck",0.620283505,2,"Biomarker, GeneticVariation"
2694,GIF,gastric intrinsic factor (vitamin B synthesis),0.0,1.0,1.0,0.0,0.0,1394891,Intrinsic Factor Deficiency,0.620283505,2,"Biomarker, GeneticVariation"
5396,PRRX1,paired related homeobox 1,0.0,1.0,1.0,0.0,0.0,1876185,Dysgnathia complex,0.620283505,3,"Biomarker, GeneticVariation"
3848,KRT1,"keratin 1, type II",0.0,1.0,1.0,0.0,0.0,1833030,"Palmoplantar Keratoderma, Nonepidermolytic",0.620283505,1,"Biomarker, GeneticVariation"
26353,HSPB8,heat shock 22kDa protein 8,0.0,1.0,1.0,0.0,0.0,1837552,"Charcot-Marie-Tooth disease, Type 2I",0.620283505,1,"Biomarker, GeneticVariation"
22999,RIMS1,regulating synaptic membrane exocytosis 1,0.0,1.0,1.0,0.0,0.0,1863634,Cone-Rod Dystrophy 7,0.620283505,2,"Biomarker, GeneticVariation"
1103,CHAT,choline O-acetyltransferase,0.0,1.0,1.0,0.0,0.0,393929,Congenital myasthenic syndrome with episodic apnea,0.620283505,3,"Biomarker, GeneticVariation"
1959,EGR2,early growth response 2,0.0,1.0,1.0,0.0,0.0,1843247,"Charcot-Marie-Tooth disease, Type 1D",0.620283505,1,"Biomarker, GeneticVariation"
2733,GLE1,GLE1 RNA export mediator,0.0,1.0,1.0,0.0,0.0,2678471,Lethal Arthrogryposis With Anterior Horn Cell Disease,0.620283505,1,"Biomarker, GeneticVariation"
9791,PTDSS1,phosphatidylserine synthase 1,0.0,1.0,1.0,0.0,0.0,432269,Lenz Majewski hyperostotic dwarfism,0.620283505,1,"Biomarker, GeneticVariation"
